"id","aname","created_at","updated_at"
"1386","snail","2023-08-13 13:36:23.364631","2023-08-13 13:36:23.364631"
"1387","hippopotamus","2023-08-13 13:36:23.371412","2023-08-13 13:36:23.371412"
"1388","ape","2023-08-13 13:36:23.378894","2023-08-13 13:36:23.378894"
"1389","weasel","2023-08-13 13:36:23.385417","2023-08-13 13:36:23.385417"
"1390","cheetah","2023-08-13 13:36:23.393162","2023-08-13 13:36:23.393162"
"1391","platypus","2023-08-13 13:36:23.39971","2023-08-13 13:36:23.39971"
"1392","mammoth","2023-08-13 13:36:23.406999","2023-08-13 13:36:23.406999"
"1393","cicada","2023-08-13 13:36:23.41411","2023-08-13 13:36:23.41411"
"1394","mosquito","2023-08-13 13:36:23.421037","2023-08-13 13:36:23.421037"
"1395","termite","2023-08-13 13:36:23.428467","2023-08-13 13:36:23.428467"
"1396","wildebeest","2023-08-13 13:36:23.43487","2023-08-13 13:36:23.43487"
"1397","ant","2023-08-13 13:36:23.442669","2023-08-13 13:36:23.442669"
"1398","snail","2023-08-13 13:36:23.448831","2023-08-13 13:36:23.448831"
"1399","goat","2023-08-13 13:36:23.45619","2023-08-13 13:36:23.45619"
"1400","oyster","2023-08-13 13:36:23.463125","2023-08-13 13:36:23.463125"
"1401","cricket","2023-08-13 13:36:23.470276","2023-08-13 13:36:23.470276"
"1402","dolphin","2023-08-13 13:36:23.479399","2023-08-13 13:36:23.479399"
"1403","shark","2023-08-13 13:36:23.48753","2023-08-13 13:36:23.48753"
"1404","weasel","2023-08-13 13:36:23.497185","2023-08-13 13:36:23.497185"
"1405","camel","2023-08-13 13:36:23.505568","2023-08-13 13:36:23.505568"
"1406","hippopotamus","2023-08-13 13:36:23.513034","2023-08-13 13:36:23.513034"
"1407","beaver","2023-08-13 13:36:23.519835","2023-08-13 13:36:23.519835"
"1408","ant","2023-08-13 13:36:23.52931","2023-08-13 13:36:23.52931"
"1409","llama","2023-08-13 13:36:23.536212","2023-08-13 13:36:23.536212"
"1410","spider","2023-08-13 13:36:23.544346","2023-08-13 13:36:23.544346"
"1411","mosquito","2023-08-13 13:36:23.551188","2023-08-13 13:36:23.551188"
"1412","snake","2023-08-13 13:36:23.558771","2023-08-13 13:36:23.558771"
"1413","serval","2023-08-13 13:36:23.565297","2023-08-13 13:36:23.565297"
"1414","muskrat","2023-08-13 13:36:23.572721","2023-08-13 13:36:23.572721"
"1415","crab","2023-08-13 13:36:23.579538","2023-08-13 13:36:23.579538"
"1416","sheep","2023-08-13 13:36:23.58819","2023-08-13 13:36:23.58819"
"1417","bee","2023-08-13 13:36:23.595278","2023-08-13 13:36:23.595278"
"1418","badger","2023-08-13 13:36:23.602119","2023-08-13 13:36:23.602119"
"1419","wombat","2023-08-13 13:36:23.609619","2023-08-13 13:36:23.609619"
"1420","wombat","2023-08-13 13:36:23.616251","2023-08-13 13:36:23.616251"
"1421","frog","2023-08-13 13:36:23.624077","2023-08-13 13:36:23.624077"
"1422","pug","2023-08-13 13:36:23.631435","2023-08-13 13:36:23.631435"
"1423","reindeer","2023-08-13 13:36:23.638689","2023-08-13 13:36:23.638689"
"1424","dinosaur","2023-08-13 13:36:23.64605","2023-08-13 13:36:23.64605"
"1425","chinchilla","2023-08-13 13:36:23.652498","2023-08-13 13:36:23.652498"
"1426","hippopotamus","2023-08-13 13:36:23.659912","2023-08-13 13:36:23.659912"
"1427","walrus","2023-08-13 13:36:23.66763","2023-08-13 13:36:23.66763"
"1428","bear","2023-08-13 13:36:23.675284","2023-08-13 13:36:23.675284"
"1429","chinchilla","2023-08-13 13:36:23.682128","2023-08-13 13:36:23.682128"
"1430","koala","2023-08-13 13:36:23.689767","2023-08-13 13:36:23.689767"
"1431","wasp","2023-08-13 13:36:23.697529","2023-08-13 13:36:23.697529"
"1432","dog","2023-08-13 13:36:23.704214","2023-08-13 13:36:23.704214"
"1433","bee","2023-08-13 13:36:23.712326","2023-08-13 13:36:23.712326"
"1434","wombat","2023-08-13 13:36:23.718904","2023-08-13 13:36:23.718904"
"1435","pig","2023-08-13 13:36:23.72694","2023-08-13 13:36:23.72694"
"1436","elephant","2023-08-13 13:36:23.733483","2023-08-13 13:36:23.733483"
"1437","tiger","2023-08-13 13:36:23.74075","2023-08-13 13:36:23.74075"
"1438","macaw","2023-08-13 13:36:23.750558","2023-08-13 13:36:23.750558"
"1439","toad","2023-08-13 13:36:23.797884","2023-08-13 13:36:23.797884"
"1440","buffalo","2023-08-13 13:36:23.893924","2023-08-13 13:36:23.893924"
"1441","lizard","2023-08-13 13:36:23.969601","2023-08-13 13:36:23.969601"
"1442","weasel","2023-08-13 13:36:23.992028","2023-08-13 13:36:23.992028"
"1443","hare","2023-08-13 13:36:24.003739","2023-08-13 13:36:24.003739"
"1444","hippopotamus","2023-08-13 13:36:24.016553","2023-08-13 13:36:24.016553"
"1445","ape","2023-08-13 13:36:24.02474","2023-08-13 13:36:24.02474"
"1446","jackal","2023-08-13 13:36:24.032016","2023-08-13 13:36:24.032016"
"1447","porcupine","2023-08-13 13:36:24.039773","2023-08-13 13:36:24.039773"
"1448","reindeer","2023-08-13 13:36:24.047444","2023-08-13 13:36:24.047444"
"1449","elk","2023-08-13 13:36:24.054061","2023-08-13 13:36:24.054061"
"1450","otter","2023-08-13 13:36:24.062159","2023-08-13 13:36:24.062159"
"1451","ferret","2023-08-13 13:36:24.068805","2023-08-13 13:36:24.068805"
"1452","mouse","2023-08-13 13:36:24.076908","2023-08-13 13:36:24.076908"
"1453","elk","2023-08-13 13:36:24.083385","2023-08-13 13:36:24.083385"
"1454","cattle","2023-08-13 13:36:24.090969","2023-08-13 13:36:24.090969"
"1455","guinea pig","2023-08-13 13:36:24.097601","2023-08-13 13:36:24.097601"
"1456","buffalo","2023-08-13 13:36:24.105376","2023-08-13 13:36:24.105376"
"1457","seal","2023-08-13 13:36:24.112433","2023-08-13 13:36:24.112433"
"1458","wildebeest","2023-08-13 13:36:24.119089","2023-08-13 13:36:24.119089"
"1459","rabbit","2023-08-13 13:36:24.126843","2023-08-13 13:36:24.126843"
"1460","beetle","2023-08-13 13:36:24.133229","2023-08-13 13:36:24.133229"
"1461","beetle","2023-08-13 13:36:24.141174","2023-08-13 13:36:24.141174"
"1462","salmon","2023-08-13 13:36:24.147573","2023-08-13 13:36:24.147573"
"1463","pig","2023-08-13 13:36:24.154419","2023-08-13 13:36:24.154419"
"1464","tortoise","2023-08-13 13:36:24.162028","2023-08-13 13:36:24.162028"
"1465","deer","2023-08-13 13:36:24.169482","2023-08-13 13:36:24.169482"
"1466","mink","2023-08-13 13:36:24.177248","2023-08-13 13:36:24.177248"
"1467","buffalo","2023-08-13 13:36:24.183996","2023-08-13 13:36:24.183996"
"1468","ape","2023-08-13 13:36:24.191468","2023-08-13 13:36:24.191468"
"1469","alpaca","2023-08-13 13:36:24.198853","2023-08-13 13:36:24.198853"
"1470","ant","2023-08-13 13:36:24.205881","2023-08-13 13:36:24.205881"
"1471","deer","2023-08-13 13:36:24.213008","2023-08-13 13:36:24.213008"
"1472","hedgehog","2023-08-13 13:36:24.219954","2023-08-13 13:36:24.219954"
"1473","water buffalo","2023-08-13 13:36:24.227695","2023-08-13 13:36:24.227695"
"1474","jackal","2023-08-13 13:36:24.235549","2023-08-13 13:36:24.235549"
"1475","antelope","2023-08-13 13:36:24.243132","2023-08-13 13:36:24.243132"
"1476","oyster","2023-08-13 13:36:24.252949","2023-08-13 13:36:24.252949"
"1477","crow","2023-08-13 13:36:24.263667","2023-08-13 13:36:24.263667"
"1478","mammoth","2023-08-13 13:36:24.270425","2023-08-13 13:36:24.270425"
"1479","fish","2023-08-13 13:36:24.281868","2023-08-13 13:36:24.281868"
"1480","pug","2023-08-13 13:36:24.291536","2023-08-13 13:36:24.291536"
"1481","seal","2023-08-13 13:36:24.299987","2023-08-13 13:36:24.299987"
"1482","badger","2023-08-13 13:36:24.307488","2023-08-13 13:36:24.307488"
"1483","deer","2023-08-13 13:36:24.314873","2023-08-13 13:36:24.314873"
"1484","camel","2023-08-13 13:36:24.321652","2023-08-13 13:36:24.321652"
"1485","sea lion","2023-08-13 13:36:24.329648","2023-08-13 13:36:24.329648"
"1486","reindeer","2023-08-13 13:36:24.336553","2023-08-13 13:36:24.336553"
"1487","beaver","2023-08-13 13:36:24.344948","2023-08-13 13:36:24.344948"
"1488","buffalo","2023-08-13 13:36:24.351669","2023-08-13 13:36:24.351669"
"1489","horse","2023-08-13 13:36:24.359139","2023-08-13 13:36:24.359139"
"1490","hound","2023-08-13 13:36:24.365704","2023-08-13 13:36:24.365704"
"1491","mole","2023-08-13 13:36:24.372766","2023-08-13 13:36:24.372766"
"1492","goldfish","2023-08-13 13:36:24.38034","2023-08-13 13:36:24.38034"
"1493","deer","2023-08-13 13:36:24.386785","2023-08-13 13:36:24.386785"
"1494","locust","2023-08-13 13:36:24.394397","2023-08-13 13:36:24.394397"
"1495","badger","2023-08-13 13:36:24.402705","2023-08-13 13:36:24.402705"
"1496","hare","2023-08-13 13:36:24.410873","2023-08-13 13:36:24.410873"
"1497","wombat","2023-08-13 13:36:24.417448","2023-08-13 13:36:24.417448"
"1498","scorpion","2023-08-13 13:36:24.463645","2023-08-13 13:36:24.463645"
"1499","scorpion","2023-08-13 13:36:24.470644","2023-08-13 13:36:24.470644"
"1500","goose","2023-08-13 13:36:24.478385","2023-08-13 13:36:24.478385"
